STATE_NAME,STATE,DATE,CASE_TYPE,DEMO_GROUP,CASES
Massachusetts,25,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,0.0
Minnesota,27,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Mississippi,28,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Nebraska,31,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Ohio,39,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Rhode Island,44,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,0.0
Virginia,51,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,0.0
Washington,53,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,0.0
West Virginia,54,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
California,6,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Colorado,8,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
Indiana,18,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Louisiana,22,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
North Carolina,37,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
West Virginia,54,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Indiana,18,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
North Carolina,37,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_UnknownEthnicity,23.348143901390284
Texas,48,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
Texas,48,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,0.0
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_UnknownEthnicity,0.0
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_UnknownEthnicity,0.0
Missouri,29,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
North Dakota,38,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
Vermont,50,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
Wisconsin,55,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
North Dakota,38,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,0.0
Wisconsin,55,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,0.0
Alabama,1,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Alaska,2,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Arizona,4,2021-03-08,Partial,CASES_UnknownEthnicity,0.0
District of Columbia,11,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Florida,12,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Georgia,13,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Idaho,16,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Illinois,17,2021-03-08,Partial,CASES_UnknownEthnicity,0.0
Kansas,20,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Kentucky,21,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Maine,23,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Maryland,24,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Massachusetts,25,2021-03-08,Partial,CASES_UnknownEthnicity,0.0
Minnesota,27,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Mississippi,28,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Nebraska,31,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Ohio,39,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Oregon,41,2021-03-08,Partial,CASES_UnknownEthnicity,0.0
Pennsylvania,42,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Rhode Island,44,2021-03-08,Partial,CASES_UnknownEthnicity,0.0
South Dakota,46,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Utah,49,2021-03-08,Partial,CASES_UnknownEthnicity,0.0
Virginia,51,2021-03-08,Partial,CASES_UnknownEthnicity,0.0
Washington,53,2021-03-08,Partial,CASES_UnknownEthnicity,0.0
Connecticut,9,2021-03-08,Complete,CASES_UnknownEthnicity,0.0
District of Columbia,11,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
Florida,12,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
Illinois,17,2021-03-08,Complete,CASES_UnknownEthnicity,0.0
Maine,23,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
Maryland,24,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
Massachusetts,25,2021-03-08,Complete,CASES_UnknownEthnicity,0.0
Minnesota,27,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
Mississippi,28,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
Nebraska,31,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
Ohio,39,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
Pennsylvania,42,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
Rhode Island,44,2021-03-08,Complete,CASES_UnknownEthnicity,0.0
Virginia,51,2021-03-08,Complete,CASES_UnknownEthnicity,0.0
Washington,53,2021-03-08,Complete,CASES_UnknownEthnicity,0.0
West Virginia,54,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
California,6,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Colorado,8,2021-03-08,Partial,CASES_UnknownEthnicity,0.0
Indiana,18,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Louisiana,22,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
North Carolina,37,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
West Virginia,54,2021-03-08,Partial,CASES_UnknownEthnicity,100.0
Indiana,18,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
North Carolina,37,2021-03-08,Complete,CASES_UnknownEthnicity,100.0
Delaware,10,2021-03-08 00:00:00,Partial,CASES_UnknownEthnicity,23.348143901390284
Texas,48,2021-03-08,Partial,CASES_UnknownEthnicity,0.0
Texas,48,2021-03-08,Complete,CASES_UnknownEthnicity,0.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_UnknownEthnicity,0.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_UnknownEthnicity,0.0
Alabama,1,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Alaska,2,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Arizona,4,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Georgia,13,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Idaho,16,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Kansas,20,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Oregon,41,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Utah,49,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
California,6,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Colorado,8,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_UnknownEthnicity,100.0
Missouri,29,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Vermont,50,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Alabama,1,2021-03-08,Partial Coverage,CASES_Child,0.0
Alaska,2,2021-03-08,Partial Coverage,CASES_Child,1.9619592018537864
Arizona,4,2021-03-08,Partial Coverage,CASES_Child,0.6107788840083845
District of Columbia,11,2021-03-08,Partial Coverage,CASES_Child,0.04520037618377598
Florida,12,2021-03-08,Partial Coverage,CASES_Child,0.38579265344010744
Georgia,13,2021-03-08,Partial Coverage,CASES_Child,0.07165660645626024
Idaho,16,2021-03-08,Partial Coverage,CASES_Child,0.0
Illinois,17,2021-03-08,Partial Coverage,CASES_Child,0.0
Kansas,20,2021-03-08,Partial Coverage,CASES_Child,0.09953424464868198
Kentucky,21,2021-03-08,Partial Coverage,CASES_Child,0.3853008299440257
Maine,23,2021-03-08,Partial Coverage,CASES_Child,0.46546920655054475
Maryland,24,2021-03-08,Partial Coverage,CASES_Child,0.3590373412984205
Massachusetts,25,2021-03-08,Partial Coverage,CASES_Child,0.6332482200665097
Minnesota,27,2021-03-08,Partial Coverage,CASES_Child,0.0
Mississippi,28,2021-03-08,Partial Coverage,CASES_Child,1.2530015457791566
Nebraska,31,2021-03-08,Partial Coverage,CASES_Child,0.32463068028959685
Ohio,39,2021-03-08,Partial Coverage,CASES_Child,0.30974338008242
Oregon,41,2021-03-08,Partial Coverage,CASES_Child,0.7408628552151352
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_Child,0.22429777090926098
Rhode Island,44,2021-03-08,Partial Coverage,CASES_Child,0.5337263348826664
South Dakota,46,2021-03-08,Partial Coverage,CASES_Child,0.040785538237538485
Utah,49,2021-03-08,Partial Coverage,CASES_Child,0.0
Virginia,51,2021-03-08,Partial Coverage,CASES_Child,0.42174301515070073
Washington,53,2021-03-08,Partial Coverage,CASES_Child,0.0
Connecticut,9,2021-03-08,Complete Coverage,CASES_Child,1.6714066043703426
District of Columbia,11,2021-03-08,Complete Coverage,CASES_Child,0.02260018809188799
Florida,12,2021-03-08,Complete Coverage,CASES_Child,0.5016467059509232
Illinois,17,2021-03-08,Complete Coverage,CASES_Child,0.0
Maine,23,2021-03-08,Complete Coverage,CASES_Child,0.34240111138795143
Maryland,24,2021-03-08,Complete Coverage,CASES_Child,0.17743165556185983
Massachusetts,25,2021-03-08,Complete Coverage,CASES_Child,0.2918070667909357
Minnesota,27,2021-03-08,Complete Coverage,CASES_Child,0.0
Mississippi,28,2021-03-08,Complete Coverage,CASES_Child,0.5878562939741684
Nebraska,31,2021-03-08,Complete Coverage,CASES_Child,0.21183696325834345
Ohio,39,2021-03-08,Complete Coverage,CASES_Child,0.18753120788195243
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_Child,0.1967737248530712
Rhode Island,44,2021-03-08,Complete Coverage,CASES_Child,0.2888561387597778
Virginia,51,2021-03-08,Complete Coverage,CASES_Child,0.19015706466455787
Washington,53,2021-03-08,Complete Coverage,CASES_Child,0.0
West Virginia,54,2021-03-08,Complete Coverage,CASES_Child,1.4149208884032696
California,6,2021-03-08,Partial Coverage,CASES_Child,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_Child,0.334388072331819
Indiana,18,2021-03-08,Partial Coverage,CASES_Child,0.20145616125329094
Louisiana,22,2021-03-08,Partial Coverage,CASES_Child,0.02492184288276651
North Carolina,37,2021-03-08,Partial Coverage,CASES_Child,0.0
West Virginia,54,2021-03-08,Partial Coverage,CASES_Child,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_Child,0.12274523153362281
North Carolina,37,2021-03-08,Complete Coverage,CASES_Child,0.0
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_Child,0.0
Texas,48,2021-03-08,Partial Coverage,CASES_Child,0.0
Texas,48,2021-03-08,Complete Coverage,CASES_Child,0.0
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_Child,0.0
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_Child,0.0
Missouri,29,2021-03-08,Partial Coverage,CASES_Child,0.0
North Dakota,38,2021-03-08,Partial Coverage,CASES_Child,0.0
Vermont,50,2021-03-08,Partial Coverage,CASES_Child,0.0
Wisconsin,55,2021-03-08,Partial Coverage,CASES_Child,0.0
North Dakota,38,2021-03-08,Complete Coverage,CASES_Child,0.0
Wisconsin,55,2021-03-08,Complete Coverage,CASES_Child,0.0
Alabama,1,2021-03-08,Partial,CASES_Child,0.0
Alaska,2,2021-03-08,Partial,CASES_Child,3700.0
Arizona,4,2021-03-08,Partial,CASES_Child,10618.0
District of Columbia,11,2021-03-08,Partial,CASES_Child,62.0
Florida,12,2021-03-08,Partial,CASES_Child,17256.0
Georgia,13,2021-03-08,Partial,CASES_Child,1900.0
Idaho,16,2021-03-08,Partial,CASES_Child,0.0
Illinois,17,2021-03-08,Partial,CASES_Child,0.0
Kansas,20,2021-03-08,Partial,CASES_Child,736.0
Kentucky,21,2021-03-08,Partial,CASES_Child,4084.0
Maine,23,2021-03-08,Partial,CASES_Child,1233.0
Maryland,24,2021-03-08,Partial,CASES_Child,5075.0
Massachusetts,25,2021-03-08,Partial,CASES_Child,9186.0
Minnesota,27,2021-03-08,Partial,CASES_Child,0.0
Mississippi,28,2021-03-08,Partial,CASES_Child,9257.0
Nebraska,31,2021-03-08,Partial,CASES_Child,1629.0
Ohio,39,2021-03-08,Partial,CASES_Child,8455.0
Oregon,41,2021-03-08,Partial,CASES_Child,6786.0
Pennsylvania,42,2021-03-08,Partial,CASES_Child,6283.0
Rhode Island,44,2021-03-08,Partial,CASES_Child,1177.0
South Dakota,46,2021-03-08,Partial,CASES_Child,93.0
Utah,49,2021-03-08,Partial,CASES_Child,0.0
Virginia,51,2021-03-08,Partial,CASES_Child,8317.0
Washington,53,2021-03-08,Partial,CASES_Child,0.0
Connecticut,9,2021-03-08,Complete,CASES_Child,13000.0
District of Columbia,11,2021-03-08,Complete,CASES_Child,31.0
Florida,12,2021-03-08,Complete,CASES_Child,22438.0
Illinois,17,2021-03-08,Complete,CASES_Child,0.0
Maine,23,2021-03-08,Complete,CASES_Child,907.0
Maryland,24,2021-03-08,Complete,CASES_Child,2508.0
Massachusetts,25,2021-03-08,Complete,CASES_Child,4233.0
Minnesota,27,2021-03-08,Complete,CASES_Child,0.0
Mississippi,28,2021-03-08,Complete,CASES_Child,4343.0
Nebraska,31,2021-03-08,Complete,CASES_Child,1063.0
Ohio,39,2021-03-08,Complete,CASES_Child,5119.0
Pennsylvania,42,2021-03-08,Complete,CASES_Child,5512.0
Rhode Island,44,2021-03-08,Complete,CASES_Child,637.0
Virginia,51,2021-03-08,Complete,CASES_Child,3750.0
Washington,53,2021-03-08,Complete,CASES_Child,0.0
West Virginia,54,2021-03-08,Complete,CASES_Child,5387.0
California,6,2021-03-08,Partial,CASES_Child,0.0
Colorado,8,2021-03-08,Partial,CASES_Child,4457.286000000001
Indiana,18,2021-03-08,Partial,CASES_Child,3337.77
Louisiana,22,2021-03-08,Partial,CASES_Child,285.5308
North Carolina,37,2021-03-08,Partial,CASES_Child,0.0
West Virginia,54,2021-03-08,Partial,CASES_Child,0.0
Indiana,18,2021-03-08,Complete,CASES_Child,2033.67
North Carolina,37,2021-03-08,Complete,CASES_Child,0.0
Delaware,10,2021-03-08 00:00:00,Partial,CASES_Child,0.0
Texas,48,2021-03-08,Partial,CASES_Child,0.0
Texas,48,2021-03-08,Complete,CASES_Child,0.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_Child,0.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_Child,0.0
Alabama,1,2021-03-08,Complete Coverage,CASES_Child,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_Child,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_Child,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_Child,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_Child,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_Child,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_Child,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_Child,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_Child,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_Child,0.0
California,6,2021-03-08,Complete Coverage,CASES_Child,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_Child,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_Child,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_Child,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_Child,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_Child,0.0
Alabama,1,2021-03-08,Partial Coverage,CASES_Adult,11.364678405727394
Alaska,2,2021-03-08,Partial Coverage,CASES_Adult,21.612148094906377
Arizona,4,2021-03-08,Partial Coverage,CASES_Adult,15.583930313607201
District of Columbia,11,2021-03-08,Partial Coverage,CASES_Adult,2.7717074673375133
Florida,12,2021-03-08,Partial Coverage,CASES_Adult,2.9991748572758974
Georgia,13,2021-03-08,Partial Coverage,CASES_Adult,8.39046990746138
Idaho,16,2021-03-08,Partial Coverage,CASES_Adult,10.784993157243484
Illinois,17,2021-03-08,Partial Coverage,CASES_Adult,26.520784158544316
Kansas,20,2021-03-08,Partial Coverage,CASES_Adult,14.10963965925662
Kentucky,21,2021-03-08,Partial Coverage,CASES_Adult,13.617769684919557
Maine,23,2021-03-08,Partial Coverage,CASES_Adult,11.6366700076989
Maryland,24,2021-03-08,Partial Coverage,CASES_Adult,13.793419317573512
Massachusetts,25,2021-03-08,Partial Coverage,CASES_Adult,17.686265517654775
Minnesota,27,2021-03-08,Partial Coverage,CASES_Adult,0.0
Mississippi,28,2021-03-08,Partial Coverage,CASES_Adult,14.091530933573527
Nebraska,31,2021-03-08,Partial Coverage,CASES_Adult,14.207270494135974
Ohio,39,2021-03-08,Partial Coverage,CASES_Adult,10.546251892581017
Oregon,41,2021-03-08,Partial Coverage,CASES_Adult,15.61065112232992
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_Adult,5.114913708569431
Rhode Island,44,2021-03-08,Partial Coverage,CASES_Adult,14.939090767715514
South Dakota,46,2021-03-08,Partial Coverage,CASES_Adult,12.863378447149131
Utah,49,2021-03-08,Partial Coverage,CASES_Adult,13.12774964963965
Virginia,51,2021-03-08,Partial Coverage,CASES_Adult,12.141216789335365
Washington,53,2021-03-08,Partial Coverage,CASES_Adult,0.0
Connecticut,9,2021-03-08,Complete Coverage,CASES_Adult,8.68306650339712
District of Columbia,11,2021-03-08,Complete Coverage,CASES_Adult,2.9616666406244767
Florida,12,2021-03-08,Complete Coverage,CASES_Adult,4.104765194726655
Illinois,17,2021-03-08,Complete Coverage,CASES_Adult,9.177054958813367
Maine,23,2021-03-08,Complete Coverage,CASES_Adult,9.660086285788992
Maryland,24,2021-03-08,Complete Coverage,CASES_Adult,8.620883269409678
Massachusetts,25,2021-03-08,Complete Coverage,CASES_Adult,10.465337251323579
Minnesota,27,2021-03-08,Complete Coverage,CASES_Adult,0.0
Mississippi,28,2021-03-08,Complete Coverage,CASES_Adult,6.905247065918174
Nebraska,31,2021-03-08,Complete Coverage,CASES_Adult,10.140846476840965
Ohio,39,2021-03-08,Complete Coverage,CASES_Adult,6.820501493710525
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_Adult,6.195713094289936
Rhode Island,44,2021-03-08,Complete Coverage,CASES_Adult,9.554887425915366
Virginia,51,2021-03-08,Complete Coverage,CASES_Adult,7.460153620215145
Washington,53,2021-03-08,Complete Coverage,CASES_Adult,0.0
West Virginia,54,2021-03-08,Complete Coverage,CASES_Adult,10.534388532309183
California,6,2021-03-08,Partial Coverage,CASES_Adult,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_Adult,11.808381724218933
Indiana,18,2021-03-08,Partial Coverage,CASES_Adult,8.555411117640752
Louisiana,22,2021-03-08,Partial Coverage,CASES_Adult,8.490968405871982
North Carolina,37,2021-03-08,Partial Coverage,CASES_Adult,10.112928154743628
West Virginia,54,2021-03-08,Partial Coverage,CASES_Adult,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_Adult,5.973708744686714
North Carolina,37,2021-03-08,Complete Coverage,CASES_Adult,5.267028080026834
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_Adult,21.75297482814658
Texas,48,2021-03-08,Partial Coverage,CASES_Adult,15.67239606113981
Texas,48,2021-03-08,Complete Coverage,CASES_Adult,8.271678080098676
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_Adult,0.0
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_Adult,0.0
Missouri,29,2021-03-08,Partial Coverage,CASES_Adult,0.0
North Dakota,38,2021-03-08,Partial Coverage,CASES_Adult,0.0
Vermont,50,2021-03-08,Partial Coverage,CASES_Adult,0.0
Wisconsin,55,2021-03-08,Partial Coverage,CASES_Adult,0.0
North Dakota,38,2021-03-08,Complete Coverage,CASES_Adult,0.0
Wisconsin,55,2021-03-08,Complete Coverage,CASES_Adult,0.0
Alabama,1,2021-03-08,Partial,CASES_Adult,293227.0
Alaska,2,2021-03-08,Partial,CASES_Adult,87800.0
Arizona,4,2021-03-08,Partial,CASES_Adult,591813.0
District of Columbia,11,2021-03-08,Partial,CASES_Adult,12417.0
Florida,12,2021-03-08,Partial,CASES_Adult,332869.0
Georgia,13,2021-03-08,Partial,CASES_Adult,489400.0
Idaho,16,2021-03-08,Partial,CASES_Adult,98665.0
Illinois,17,2021-03-08,Partial,CASES_Adult,1814913.0
Kansas,20,2021-03-08,Partial,CASES_Adult,213833.0
Kentucky,21,2021-03-08,Partial,CASES_Adult,322179.0
Maine,23,2021-03-08,Partial,CASES_Adult,80108.0
Maryland,24,2021-03-08,Partial,CASES_Adult,453245.0
Massachusetts,25,2021-03-08,Partial,CASES_Adult,675673.0
Minnesota,27,2021-03-08,Partial,CASES_Adult,0.0
Mississippi,28,2021-03-08,Partial,CASES_Adult,220120.0
Nebraska,31,2021-03-08,Partial,CASES_Adult,142278.0
Ohio,39,2021-03-08,Partial,CASES_Adult,645077.0
Oregon,41,2021-03-08,Partial,CASES_Adult,353341.0
Pennsylvania,42,2021-03-08,Partial,CASES_Adult,343326.0
Rhode Island,44,2021-03-08,Partial,CASES_Adult,86457.0
South Dakota,46,2021-03-08,Partial,CASES_Adult,57378.0
Utah,49,2021-03-08,Partial,CASES_Adult,224722.0
Virginia,51,2021-03-08,Partial,CASES_Adult,567543.0
Washington,53,2021-03-08,Partial,CASES_Adult,0.0
Connecticut,9,2021-03-08,Complete,CASES_Adult,166000.0
District of Columbia,11,2021-03-08,Complete,CASES_Adult,13268.0
Florida,12,2021-03-08,Complete,CASES_Adult,455575.0
Illinois,17,2021-03-08,Complete,CASES_Adult,628019.0
Maine,23,2021-03-08,Complete,CASES_Adult,66501.0
Maryland,24,2021-03-08,Complete,CASES_Adult,283278.0
Massachusetts,25,2021-03-08,Complete,CASES_Adult,399810.0
Minnesota,27,2021-03-08,Complete,CASES_Adult,0.0
Mississippi,28,2021-03-08,Complete,CASES_Adult,107865.0
Nebraska,31,2021-03-08,Complete,CASES_Adult,101555.0
Ohio,39,2021-03-08,Complete,CASES_Adult,417186.0
Pennsylvania,42,2021-03-08,Complete,CASES_Adult,415872.0
Rhode Island,44,2021-03-08,Complete,CASES_Adult,55297.0
Virginia,51,2021-03-08,Complete,CASES_Adult,348726.0
Washington,53,2021-03-08,Complete,CASES_Adult,0.0
West Virginia,54,2021-03-08,Complete,CASES_Adult,96359.0
California,6,2021-03-08,Partial,CASES_Adult,0.0
Colorado,8,2021-03-08,Partial,CASES_Adult,382038.93559999997
Indiana,18,2021-03-08,Partial,CASES_Adult,304849.66
Louisiana,22,2021-03-08,Partial,CASES_Adult,209365.4591
North Carolina,37,2021-03-08,Partial,CASES_Adult,569824.0610999999
West Virginia,54,2021-03-08,Partial,CASES_Adult,0.0
Indiana,18,2021-03-08,Complete,CASES_Adult,212857.46
North Carolina,37,2021-03-08,Complete,CASES_Adult,296776.4909
Delaware,10,2021-03-08 00:00:00,Partial,CASES_Adult,108826.0
Texas,48,2021-03-08,Partial,CASES_Adult,2492457.0
Texas,48,2021-03-08,Complete,CASES_Adult,1315485.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_Adult,0.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_Adult,0.0
Alabama,1,2021-03-08,Complete Coverage,CASES_Adult,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_Adult,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_Adult,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_Adult,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_Adult,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_Adult,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_Adult,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_Adult,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_Adult,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_Adult,0.0
California,6,2021-03-08,Complete Coverage,CASES_Adult,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_Adult,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_Adult,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_Adult,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_Adult,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_Adult,0.0
Alabama,1,2021-03-08,Partial Coverage,CASES_Elderly,31.578129482643206
Alaska,2,2021-03-08,Partial Coverage,CASES_Elderly,51.64405105884935
Arizona,4,2021-03-08,Partial Coverage,CASES_Elderly,42.22348590918898
District of Columbia,11,2021-03-08,Partial Coverage,CASES_Elderly,19.51472332097752
Florida,12,2021-03-08,Partial Coverage,CASES_Elderly,19.634020759942718
Georgia,13,2021-03-08,Partial Coverage,CASES_Elderly,41.28771541620567
Idaho,16,2021-03-08,Partial Coverage,CASES_Elderly,39.972314631942304
Illinois,17,2021-03-08,Partial Coverage,CASES_Elderly,50.74796779951906
Kansas,20,2021-03-08,Partial Coverage,CASES_Elderly,34.10869433136886
Kentucky,21,2021-03-08,Partial Coverage,CASES_Elderly,41.35009838268465
Maine,23,2021-03-08,Partial Coverage,CASES_Elderly,46.09959376630818
Maryland,24,2021-03-08,Partial Coverage,CASES_Elderly,38.72459845182127
Massachusetts,25,2021-03-08,Partial Coverage,CASES_Elderly,36.8053375728696
Minnesota,27,2021-03-08,Partial Coverage,CASES_Elderly,0.0
Mississippi,28,2021-03-08,Partial Coverage,CASES_Elderly,36.254498067496925
Nebraska,31,2021-03-08,Partial Coverage,CASES_Elderly,42.272973963382675
Ohio,39,2021-03-08,Partial Coverage,CASES_Elderly,40.072689563081695
Oregon,41,2021-03-08,Partial Coverage,CASES_Elderly,33.696260390612885
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_Elderly,20.794405312010042
Rhode Island,44,2021-03-08,Partial Coverage,CASES_Elderly,38.235949958862925
South Dakota,46,2021-03-08,Partial Coverage,CASES_Elderly,51.096495393674616
Utah,49,2021-03-08,Partial Coverage,CASES_Elderly,51.66096070481287
Virginia,51,2021-03-08,Partial Coverage,CASES_Elderly,38.45617935890309
Washington,53,2021-03-08,Partial Coverage,CASES_Elderly,0.0
Connecticut,9,2021-03-08,Complete Coverage,CASES_Elderly,58.35118506575071
District of Columbia,11,2021-03-08,Complete Coverage,CASES_Elderly,13.354230415205114
Florida,12,2021-03-08,Complete Coverage,CASES_Elderly,23.271429834028144
Illinois,17,2021-03-08,Complete Coverage,CASES_Elderly,16.063990693080296
Maine,23,2021-03-08,Complete Coverage,CASES_Elderly,19.95098590972812
Maryland,24,2021-03-08,Complete Coverage,CASES_Elderly,19.29659708206714
Massachusetts,25,2021-03-08,Complete Coverage,CASES_Elderly,11.293068839223439
Minnesota,27,2021-03-08,Complete Coverage,CASES_Elderly,0.0
Mississippi,28,2021-03-08,Complete Coverage,CASES_Elderly,22.67914525611219
Nebraska,31,2021-03-08,Complete Coverage,CASES_Elderly,17.250592584689745
Ohio,39,2021-03-08,Complete Coverage,CASES_Elderly,20.638010619205044
